patient_id,valid_labels,ncc_before,ncc_after,mean_dice_before,mean_dice_after,dice_label_1_before,dice_label_1_after,dice_label_2_before,dice_label_2_after,mean_hd95_after_mm,mean_assd_after_mm,negative_jacobian_ratio,below_safe_jacobian_ratio,minimum_jacobian,mean_jacobian,mean_displacement_mm,p95_displacement_mm,inference_seconds
24,1;2,0.22154279053211212,0.5770676136016846,0.5312089541454396,0.6654145854145854,0.413012729844413,0.5028571428571429,0.6494051784464661,0.827972027972028,4.060660171779821,0.8889459604596806,0.0055871582590043545,0.17989379167556763,-3.265742778778076,0.8704848885536194,7.823639869689941,20.604801177978516,3.6719694705680013
27,1;2,0.21418243646621704,0.5353724360466003,0.42000937690052664,0.5759716836045288,0.3561239547466798,0.5114581812874033,0.48389479905437355,0.6404851859216544,9.0,2.2362938969129336,0.0045083616860210896,0.1444607526063919,-14.967133522033691,0.8921983242034912,6.570804119110107,16.796695709228516,0.9096660548821092
29,,0.11980139464139938,0.35936322808265686,nan,nan,,,,,nan,nan,0.0022683716379106045,0.2841131389141083,-5.095890522003174,0.9436047077178955,10.576458930969238,30.13111686706543,0.284637276083231
33,1;2,0.24240168929100037,0.6572315692901611,0.3487626194943268,0.3186046511627907,0.06016260162601626,0.05736434108527132,0.6373626373626373,0.57984496124031,18.447560814373265,5.503028672971473,0.007382506970316172,0.20152434706687927,-4.634015083312988,0.8590142726898193,7.411971092224121,20.931640625,0.27808039635419846
36,1;2,0.16009917855262756,0.5514978766441345,0.5394877106411694,0.6655923325725994,0.42420102464015613,0.5000286385245433,0.6547743966421826,0.8311560266206557,6.93465843842649,2.383834298402074,0.0053991698659956455,0.1799526959657669,-6.338733673095703,0.8966029286384583,6.836243152618408,19.83472442626953,0.28656399343162775
67,1;2,0.16098745167255402,0.44923871755599976,0.39507473298220946,0.5594362840823468,0.5926459985580389,0.6642664266426642,0.19750346740638003,0.4546061415220294,7.863138240545466,1.719357024838482,0.0030731200240552425,0.15485930442810059,-8.35338020324707,0.9247797131538391,5.441249370574951,13.605802536010742,0.2961335564032197
94,2,0.10952479392290115,0.4919665455818176,0.24366150806717154,0.3036068172810147,,,0.24366150806717154,0.3036068172810147,8.74642784226795,2.932352499591744,0.0050949095748364925,0.18545226752758026,-4.9580888748168945,0.8477886915206909,8.450461387634277,20.865652084350586,0.2902994966134429
113,1;2,0.26232531666755676,0.6849497556686401,0.7279945322784791,0.8008066607988946,0.7365530767344938,0.8065260559222884,0.7194359878224643,0.7950872656755009,4.060660171779821,1.0143909295601938,0.007218322716653347,0.20951904356479645,-5.418236255645752,0.8485190868377686,7.805368423461914,21.300020217895508,0.2852781703695655
127,1;2,0.17531786859035492,0.4608069360256195,0.4391482054560948,0.47485953191855484,0.23842126459927507,0.2397336293007769,0.6398751463129145,0.7099854345363328,19.516296649832007,4.217524415275133,0.0028488158714026213,0.15856415033340454,-1.8103162050247192,0.884471595287323,5.8616766929626465,14.011863708496094,0.2902146577835083
129,2,0.11398503929376602,0.639390766620636,0.02168021680216802,0.23547637490317583,,,0.02168021680216802,0.23547637490317583,10.920164833920778,2.932622486595159,0.00869903527200222,0.2831372022628784,-3.638397216796875,0.8500029444694519,9.634225845336914,20.782825469970703,0.28257292602211237
156,1,0.3209773302078247,0.46208634972572327,0.5026197604790419,0.6299097340814833,0.5026197604790419,0.6299097340814833,,,5.196152422706632,1.6297233355151475,0.0012158203171566129,0.0693594366312027,-1.3154807090759277,0.9380812048912048,2.8593673706054688,6.621143817901611,0.3106564236804843
166,1;2,0.3568313419818878,0.5010144710540771,0.7367623525906697,0.7880084263856406,0.6194783340344973,0.724427777059356,0.854046371146842,0.8515890757119253,4.303654566637295,1.2078648690116671,0.0009628295665606856,0.07348571717739105,-1.468049168586731,0.9310511350631714,3.190260887145996,7.622350215911865,0.2888169949874282
171,1,0.1823485940694809,0.6589949131011963,0.8327000102701038,0.8458917076864824,0.8327000102701038,0.8458917076864824,,,2.598076211353316,0.8953762105604572,0.007142944261431694,0.23822906613349915,-4.9868903160095215,0.8329983949661255,10.131416320800781,24.13149642944336,0.29439316038042307
177,2,0.30571484565734863,0.5012850165367126,0.6029572935194668,0.8475796013461041,,,0.6029572935194668,0.8475796013461041,6.87386354243376,1.4669793562833742,0.0020046995487064123,0.10891234874725342,-1.9906562566757202,0.9194623827934265,4.062027931213379,9.851237297058105,0.27636454068124294
184,1;2,0.21913780272006989,0.4658863842487335,0.4758133356650316,0.54267330183019,0.2245230562745662,0.2843171498428222,0.727103615055497,0.8010294538175579,11.074524047731092,2.9364597273063056,0.0012060547014698386,0.08341247588396072,-3.921203374862671,0.9231196641921997,3.5461668968200684,7.579378128051758,0.27717476710677147
195,1;2,0.1459895670413971,0.5266489386558533,0.5438453526709379,0.63413135570383,0.33171990964827364,0.4250527797325827,0.7559707956936023,0.8432099316750771,7.36831493780412,1.913670167707203,0.007157287560403347,0.3315380811691284,-5.033989906311035,0.7555766105651855,9.255176544189453,25.769641876220703,0.2873711558058858
