patient_id,valid_labels,ncc_before,ncc_after,mean_dice_before,mean_dice_after,dice_label_1_before,dice_label_1_after,dice_label_2_before,dice_label_2_after,mean_hd95_after_mm,mean_assd_after_mm,negative_jacobian_ratio,below_safe_jacobian_ratio,minimum_jacobian,mean_jacobian,mean_displacement_mm,p95_displacement_mm,inference_seconds
24,1;2,0.22154279053211212,0.5737761855125427,0.5312089541454396,0.6379699871491937,0.413012729844413,0.4844961240310077,0.6494051784464661,0.7914438502673797,4.325618736072403,1.044089727023686,0.004941711202263832,0.17454954981803894,-2.949305772781372,0.8842893838882446,7.472922325134277,16.39746856689453,3.755827445536852
27,1;2,0.21418243646621704,0.5332241654396057,0.42000937690052664,0.562851438198163,0.3561239547466798,0.49639167963775294,0.48389479905437355,0.6293111967585729,9.4749371855331,2.3994104271183447,0.004001464694738388,0.13974212110042572,-3.5184485912323,0.9019210338592529,6.360666275024414,14.394814491271973,0.9119260590523481
29,,0.11980139464139938,0.3222931921482086,nan,nan,,,,,nan,nan,0.005794677417725325,0.2780593931674957,-8.717419624328613,0.9307658076286316,10.373997688293457,20.871231079101562,0.3124906988814473
33,1;2,0.24240168929100037,0.6494007706642151,0.3487626194943268,0.3088135760882581,0.06016260162601626,0.036881810561609385,0.6373626373626373,0.5807453416149069,18.55616573287507,5.907594803550782,0.006803588941693306,0.19154754281044006,-5.671780109405518,0.8790574669837952,6.925982475280762,16.825950622558594,0.2858390845358372
36,1;2,0.16009917855262756,0.5436291098594666,0.5394877106411694,0.6048181545303108,0.42420102464015613,0.39532885091754716,0.6547743966421826,0.8143074581430746,8.580229881682913,3.0247335249509324,0.005086669698357582,0.1778070032596588,-3.8849902153015137,0.9053917527198792,6.457188606262207,15.211499214172363,0.31153885647654533
67,1;2,0.16098745167255402,0.44482702016830444,0.39507473298220946,0.48586060161619854,0.5926459985580389,0.5845129059117402,0.19750346740638003,0.38720829732065687,9.175466174694145,2.108324418320343,0.002715148963034153,0.14461547136306763,-2.879774332046509,0.9376166462898254,4.844151973724365,9.988064765930176,0.2830017330124974
94,2,0.10952479392290115,0.48317545652389526,0.24366150806717154,0.25437928408225435,,,0.24366150806717154,0.25437928408225435,10.062305898749054,3.3692276057112243,0.0053448486141860485,0.17248626053333282,-4.593575477600098,0.8825120329856873,7.336511611938477,15.746622085571289,0.31847893074154854
113,1;2,0.26232531666755676,0.6782735586166382,0.7279945322784791,0.7969895197378754,0.7365530767344938,0.8110333030416421,0.7194359878224643,0.7829457364341085,4.204163456597993,1.0125611564002002,0.006600036285817623,0.20631834864616394,-3.7588651180267334,0.859751284122467,7.376971244812012,17.55562973022461,0.3197191469371319
127,1;2,0.17531786859035492,0.4549140930175781,0.4391482054560948,0.47295026191601874,0.23842126459927507,0.2429476108232585,0.6398751463129145,0.7029529130087789,19.621708245126285,4.375806814914291,0.0027072143275290728,0.14671508967876434,-1.9115617275238037,0.9072750806808472,5.194168567657471,11.013583183288574,0.2878060871735215
129,2,0.11398503929376602,0.6300974488258362,0.02168021680216802,0.1853233830845771,,,0.02168021680216802,0.1853233830845771,13.910427743243556,3.8053627982030744,0.00833282433450222,0.27255553007125854,-3.818819999694824,0.8630949258804321,8.627419471740723,17.18932342529297,0.28152230847626925
156,1,0.3209773302078247,0.46171000599861145,0.5026197604790419,0.6302500606943433,0.5026197604790419,0.6302500606943433,,,5.408326913195984,1.648863840098268,0.0011505127185955644,0.06729644536972046,-1.2458652257919312,0.9555062651634216,2.3797779083251953,4.871006011962891,0.28701072838157415
166,1;2,0.3568313419818878,0.5005078911781311,0.7367623525906697,0.7830646275703198,0.6194783340344973,0.7156153050672182,0.854046371146842,0.8505139500734215,4.568212313332163,1.2576824398934066,0.0010198974050581455,0.07442199438810349,-1.7231334447860718,0.9476667642593384,2.6575348377227783,5.228021144866943,0.28846205212175846
171,1,0.1823485940694809,0.6476459503173828,0.8327000102701038,0.8387904468412943,0.8327000102701038,0.8387904468412943,,,3.0,0.9596077274593351,0.006710815243422985,0.23250000178813934,-3.6453425884246826,0.847331702709198,9.142475128173828,18.674413681030273,0.3033066149801016
177,2,0.30571484565734863,0.49985843896865845,0.6029572935194668,0.8489509406694367,,,0.6029572935194668,0.8489509406694367,6.708203932499369,1.4383802811577366,0.0020089722238481045,0.09761718660593033,-2.1438615322113037,0.9392072558403015,3.1665825843811035,6.734676837921143,0.27771792374551296
184,1;2,0.21913780272006989,0.4649222493171692,0.4758133356650316,0.5451752928365488,0.2245230562745662,0.29071592418205966,0.727103615055497,0.7996346614910378,10.923671987578306,2.8331374695320646,0.0013119506184011698,0.08403808623552322,-3.34724760055542,0.9441363215446472,3.024371862411499,5.9636664390563965,0.2777507519349456
195,1;2,0.1459895670413971,0.5134563446044922,0.5438453526709379,0.639345793525385,0.33171990964827364,0.41982300884955753,0.7559707956936023,0.8588685782012125,6.873310502226732,1.8588635412841428,0.00635681115090847,0.28592559695243835,-3.8427956104278564,0.820796012878418,7.763371467590332,16.989463806152344,0.29901918210089207
